Product_Code,Configuration,Type
20NFCTO1WWENUS0,%5B%22NBCOUNTRY_REGION%3AUSA%22%2C%22NBGEO%3ANA%22%2C%22NBREGION%3AROW%22%2C%22NBPROCESSOR%3ARYZEN_3_3200U_2.6G_2C_MB%22%2C%22NBCPU_TYPE%3ALOW_END%22%2C%22NBPRELOAD_OS%3AWINDOWS_10_HOME_64%22%2C%22NBOS_TYPE%3AWINDOWS_10_STANDARD%22%2C%22NBPRELOAD_LANGUAGE%3AW10_H64-ENG%22%2C%22NBPRELOAD_TYPE%3ASTANDARD_IMAGE%22%2C%22NBMICROSOFT_OFFICE%3ANONE%22%2C%22NBDIMM_MEMORY%3A4GB_DDR4_2400_SODIMM%22%2C%22NBSTORAGE_SELECTION%3A1TB_HD_5400RPM_2.5_7MM%22%2C%22NBSECOND_STORAGE_SELECTION%3ANONE%22%2C%22NBDISPLAY%3A15.6FHD_IPS_AG_250N%22%2C%22NBGRAPHICS%3AINTEGRATED_GRAPHICS%22%2C%22NBKEYBOARD%3AKB_NP_BK_ENG%22%2C%22NBKEYBOARD_PATCH%3ANONE%22%2C%22NBCAMERA%3A720P_HD_CAMERA_W%2FMIC%22%2C%22NBPOINTING_DEVICE%3ANO_FINGERPRINT_BK_ABS%22%2C%22NBSECURITY_CHIP_SETTING%3AENABLED_DISCRETE_TPM2.0%22%2C%22NBBATTERY%3A3CELL_45WH_INTERNAL%22%2C%22NBPOWER_ADAPTER%3A65W_USB-C_PCC_2PIN_BK_US%22%2C%22NBWIRELESS_LAN%3ARTL8822BE_2X2AC%2BBT_FCC%22%2C%22NBDISPLAY_SHELL%3AE595_FHD_IPS_AG_AL_BK%22%2C%22NBSYSTEM_UNIT%3AE595_AMD_R3_3200U_IG%22%2C%22NBPUBLICATION%3APUB_ENG%22%2C%22NBADOBE_ELEMENTS%3ANONE%22%2C%22NBADOBE_ACROBAT%3ANONE%22%2C%22NBSECURITY_SOFTWARE%3ANONE%22%2C%22NBENTERPRISE_READY_PRELOAD%3ANONE%22%2C%22NBWARRANTY%3AN01_1YRDEP_CI%22%2C%22NBOS_DPK%3AW10_HOME%22%2C%22NBSWAPP_MISC_3%3ANONE%22%2C%22NBSWAPP_MISC_2%3ANONE%22%2C%22NBSWAPP_MISC_1%3ANONE%22%2C%22NBE595_OTHERS2%3ANONE%22%2C%22NBE595_OTHERS1%3ANONE%22%2C%22NBACCESSORIES_3%3ANONE%22%2C%22NBACCESSORIES_2%3ANONE%22%2C%22NBACCESSORIES_1%3ANONE%22%2C%22NBOFFERING_MODEL%3ATRANSACTIONAL_MODEL%22%2C%22NBITC_CI_IMAGING_SERVICE_PN6%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN5%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN4%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN3%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN2%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN1%3ANONE%22%2C%22NBITC_CI_ENHANCED_SVC%3ANONE%22%2C%22NBITC_CI_WHO_CREATED_IMAGE_SVC%3ANONE%22%2C%22NBITC_CI_SMART_IMAGING_SVC%3ANONE%22%2C%22NBITC_CI_PROJECT_TYPE_SVC%3ANONE%22%2C%22NBITC_IMAGE_MANAGEMENT%3ANONE%22%2C%22NBITC_VPRO_PROVISIONING_SVC%3ANONE%22%2C%22NBITC_BIOS_CUSTOMIZATION_SVC%3ANONE%22%2C%22NBITC_ASSET_TAG_SVC%3ANONE%22%2C%22NBITC_HARDDRIVE_ENCRYPTION_SVC%3ANONE%22%2C%22NBITC_ESSENTIAL_PREM_ASSET_TAG%3ANONE%22%2C%22NBITC_DROP_IN_BOX%3ANONE%22%2C%22NBITC_CLOUD_RECOVERY%3ANONE%22%2C%22NBWLAN_MISC_PARTS%3AWLAN_MISC_PARTS-WLAN_CARD%22%2C%22NBMICROSOFT_LABEL%3ANONE%22%2C%22NBPACKAGE_BOX%3ASTANDARD%22%5D,CTO
81Q9000GUS,,MTM
20R3CTO1WWENUS0,%5B%22NBCOUNTRY_REGION%3AUSA%22%2C%22NBREGION%3AROW%22%2C%22NBGEO%3ANA%22%2C%22NBPROCESSOR%3ACORE_I3-10110U_2.1G_2C_MB%22%2C%22NBCPU_TYPE%3ALOW_END%22%2C%22NBPRELOAD_OS%3AWINDOWS_10_HOME_64%22%2C%22NBOS_TYPE%3AWINDOWS_10_STANDARD%22%2C%22NBPRELOAD_LANGUAGE%3AW10_H64-ENG%22%2C%22NBPRELOAD_TYPE%3ASTANDARD_IMAGE%22%2C%22NBMICROSOFT_OFFICE%3ANONE%22%2C%22NBONBOARD_MEMORY%3A4GB%284X8GX16%29_DDR4_2666%22%2C%22NBSTORAGE_SELECTION%3A128GB_SSD_M.2_2242_NVME_TLC%22%2C%22NBDISPLAY%3A13.3HD_TN_AG_250N%22%2C%22NBCOLOR%3ABLACK%22%2C%22NBGRAPHICS%3AINTEGRATED_GRAPHICS%22%2C%22NBCAMERA%3A720P_HD_CAMERA_W%2FMIC%22%2C%22NBFINGERPRINT_READER%3ANO_FINGERPRINT_READER%22%2C%22NBPOINTING_DEVICE%3ANO_FINGERPRINT_BK%22%2C%22NBKEYBOARD%3AKB_BK_ENG%22%2C%22NBKEYBOARD_PATCH%3ANONE%22%2C%22NBWIRELESS_LAN%3AINTEL_9560_2X2AC%2BBT_VPRO_WW%22%2C%22NBETHERNET_DONGLE%3ANONE%22%2C%22NBGRAPHIC_DONGLE%3ANONE%22%2C%22NBGRAPHIC_DONGLE_2%3ANONE%22%2C%22NBUSB_CABLE%3ANONE%22%2C%22NBUSB_CABLE_2%3ANONE%22%2C%22NBSECURITY_CHIP_SETTING%3AENABLED_DISCRETE_TPM2.0%22%2C%22NBABSOLUTE_BIOS_SELECTION%3ABIOS_ABSOLUTE_ENABLED%22%2C%22NBSYSTEM_EXPANSION_SLOTS%3ANO_SMART_CARD_READER_BK%22%2C%22NBBATTERY%3A4CELL_46WH_INTERNAL%22%2C%22NBPOWER_ADAPTER%3A65W_USB-C_PCC_2PIN_BK_US%22%2C%22NBVPRO_CERTIFIED_MODEL%3ANOT_VPRO_CERTIFIED%22%2C%22NBDISPLAY_SHELL%3AL13_HD_TN_RGB_AL_BK%22%2C%22NBPUBLICATION%3APUB_ENG%22%2C%22NBADOBE_ELEMENTS%3ANONE%22%2C%22NBADOBE_ACROBAT%3ANONE%22%2C%22NBSECURITY_SOFTWARE%3ANONE%22%2C%22NBENTERPRISE_READY_PRELOAD%3ANONE%22%2C%22NBWARRANTY%3AN01_1Y_COURIER%2FCARRYIN%22%2C%22NBITC_CI_IMAGING_SERVICE_PN2%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN3%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN4%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN5%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN6%3ANONE%22%2C%22NBITC_CI_PROJECT_TYPE_SVC%3ANONE%22%2C%22NBITC_CI_SMART_IMAGING_SVC%3ANONE%22%2C%22NBITC_CI_WHO_CREATED_IMAGE_SVC%3ANONE%22%2C%22NBITC_ASSET_TAG_SVC%3ANONE%22%2C%22NBITC_BIOS_CUSTOMIZATION_SVC%3ANONE%22%2C%22NBITC_CI_ENHANCED_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN1%3ANONE%22%2C%22NBACCESSORIES_1%3ANONE%22%2C%22NBACCESSORIES_2%3ANONE%22%2C%22NBACCESSORIES_3%3ANONE%22%2C%22NBBIOS_SECURITY_SETTING%3ANONE%22%2C%22NBL13_1G_OTHERS1%3ANONE%22%2C%22NBL13_1G_OTHERS2%3ANONE%22%2C%22NBMB_FRU_LABEL%3AWIN_N-AMT_Y-DTPM%22%2C%22NBITC_VPRO_PROVISIONING_SVC%3ANONE%22%2C%22NBITC_CLOUD_RECOVERY%3ANONE%22%2C%22NBITC_DROP_IN_BOX%3ANONE%22%2C%22NBITC_ESSENTIAL_PREM_ASSET_TAG%3ANONE%22%2C%22NBITC_HARDDRIVE_ENCRYPTION_SVC%3ANONE%22%2C%22NBITC_IMAGE_MANAGEMENT%3ANONE%22%2C%22NBMICROSOFT_LABEL%3ANONE%22%2C%22NBOFFERING_MODEL%3ATRANSACTIONAL_MODEL%22%2C%22NBOS_DPK%3AW10_HOME%22%2C%22NBSYSTEM_UNIT%3AL13%26S2_I3-10110U_IG%2B4G_MB%22%2C%22NBSYSTEM_UNIT_2ND%3AD_COVER_BK%22%2C%22NBWLAN_MISC_PARTS%3AWLAN_MISC_PARTS-WLAN_CARD%22%2C%22NBPACKAGE_BOX%3ASTANDARD%22%2C%22NBPANEL%3ALOW_RESOLUTION%22%2C%22NBSWAPP_MISC_1%3ANONE%22%2C%22NBSWAPP_MISC_2%3ANONE%22%2C%22NBSWAPP_MISC_3%3ANONE%22%2C%22NBPUBLICATION_2%3APUB_ENG%2FBRL%2FFRA%2FARA%2FSPA%22%2C%22NBCPU_LABEL%3ACORE_I3_10GEN_TI%22%5D,CTO
20KFS1TE00,,MTM
20SACTO1WWENUS0,%5B%22NBCOUNTRY_REGION%3AUSA%22%2C%22NBGEO%3ANA%22%2C%22NBREGION%3AROW%22%2C%22NBPRELOAD_TYPE%3ASTANDARD_IMAGE%22%2C%22NBOFFERING_MODEL%3ATRANSACTIONAL_MODEL%22%2C%22NBPROCESSOR%3ACORE_I5-10210U_1.6G_4C_MB%22%2C%22NBCPU_TYPE%3ALOW_END%22%2C%22NBPRELOAD_OS%3AWINDOWS_10_HOME_64%22%2C%22NBOS_TYPE%3AWINDOWS_10_STANDARD%22%2C%22NBPRELOAD_LANGUAGE%3AW10_H64-ENG%22%2C%22NBMICROSOFT_OFFICE%3ANONE%22%2C%22NBONBOARD_MEMORY%3A8GB%284X16GBX32%29_LPDDR3_2133%22%2C%22NBSTORAGE_SELECTION%3A256GB_SSD_M.2_2280_NVME_TLC_OP%22%2C%22NBDISPLAY%3A14.0FHD_IPS_AR%2FAS_400N_MT%22%2C%22NBCOLOR%3AGRAY%22%2C%22NBGRAPHICS%3AINTEGRATED_GRAPHICS%22%2C%22NBCAMERA%3A720P_HD_CAMERA_W%2FMIC%22%2C%22NBWIRELESS_LAN%3AINTEL_9560_2X2AC%2BBT_VPRO_MB%22%2C%22NBWWAN_SELECTION%3ANO_WWAN%22%2C%22NBINTEGRATED_WIRELESS_ANTENNA%3ANO_WWAN_ANTENNA%22%2C%22NBWIRELESS_WAN%3ANONE%22%2C%22NBWWAN_SIM_CARD%3ANONE%22%2C%22NBGRAPHIC_DONGLE%3ANONE%22%2C%22NBETHERNET_DONGLE%3ANONE%22%2C%22NBNFC%3ANO_NFC%22%2C%22NBFINGERPRINT_READER%3AFINGERPRINT_READER%22%2C%22NBKEYBOARD%3ABKLT_KB_GY_FPR_ENG%22%2C%22NBKB_DERIVE%3AENG%22%2C%22NBKEYBOARD_PATCH%3ANONE%22%2C%22NBLENOVO_PEN%3ATHINKPAD_PEN_PRO%22%2C%22NBSECURITY_CHIP_SETTING%3AENABLED_DISCRETE_TPM2.0%22%2C%22NBABSOLUTE_BIOS_SELECTION%3ABIOS_ABSOLUTE_ENABLED%22%2C%22NBBATTERY%3A4CELL_51WH_INTERNAL%22%2C%22NBPOWER_ADAPTER%3A65W_USB-C_PCC_2PIN_BK_US%22%2C%22NBELECTRONIC_PRIVACY_FILTER%3ANONE%22%2C%22NBDISPLAY_SHELL%3AX1Y4_FHD_MT_2D_MC_WL_GY%22%2C%22NBPACKAGE_BOX_TYPE%3ARETAIL_PACKAGING%22%2C%22NBVPRO_CERTIFIED_MODEL%3ANOT_VPRO_CERTIFIED%22%2C%22NBPUBLICATION%3APUB_ENG%22%2C%22NBADOBE_ELEMENTS%3ANONE%22%2C%22NBADOBE_ACROBAT%3ANONE%22%2C%22NBSECURITY_SOFTWARE%3ANONE%22%2C%22NBENTERPRISE_READY_PRELOAD%3ANONE%22%2C%22NBWARRANTY%3AN01_1Y_COURIER%2FCARRYIN%22%2C%22NBITC_IMAGE_MANAGEMENT%3ANONE%22%2C%22NBITC_CLOUD_RECOVERY%3ANONE%22%2C%22NBITC_CI_PROJECT_TYPE_SVC%3ANONE%22%2C%22NBITC_CI_ENHANCED_SVC%3ANONE%22%2C%22NBMICROSOFT_LABEL%3ANONE%22%2C%22NBITC_HARDDRIVE_ENCRYPTION_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN4%3ANONE%22%2C%22NBITC_ASSET_TAG_SVC%3ANONE%22%2C%22NBBIOS_SECURITY_SETTING%3ANONE%22%2C%22NBITC_CI_WHO_CREATED_IMAGE_SVC%3ANONE%22%2C%22NBSYSTEM_UNIT_2ND%3AD-COVER_WLAN_GY%22%2C%22NBITC_CI_IMAGING_SERVICE_PN1%3ANONE%22%2C%22NBACCESSORIES_2%3ANONE%22%2C%22NBSWAPP_MISC_1%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN5%3ANONE%22%2C%22NBCPU_LABEL%3ACORE_I5_10GEN_TI%22%2C%22NBITC_ESSENTIAL_IMAGE%3ANONE%22%2C%22NBITC_CI_SMART_IMAGING_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN2%3ANONE%22%2C%22NBRECOVERY_MEDIA%3ANONE%22%2C%22NBACCESSORIES_3%3ANONE%22%2C%22NBSYSTEM_UNIT%3AX1Y4_I5-10210U_IG%2B8G%2B9560%22%2C%22NBITC_DROP_IN_BOX%3ANONE%22%2C%22NB3PO_SOFTWARE_WINMAGIC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN3%3ANONE%22%2C%22NBITC_VPRO_PROVISIONING_SVC%3ANONE%22%2C%22NBPANEL%3ALOW_RESOLUTION%22%2C%22NBITC_LASER_ETCHING%3ANONE%22%2C%22NBSWAPP_MISC_2%3ANONE%22%2C%22NBPACKAGE_BOX%3ARETAIL%22%2C%22NBITC_BIOS_CUSTOMIZATION_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN6%3ANONE%22%2C%22NBSWAPP_MISC_3%3ANONE%22%2C%22NBACCESSORIES_1%3ANONE%22%2C%22NBITC_ESSENTIAL_PREM_ASSET_TAG%3ANONE%22%2C%22NBOSL_DERIVE%3AENG%22%2C%22NBGOOGLE_CHROME_BROWSER%3ANONE%22%2C%22NBMB_FRU_LABEL%3AWIN_N-AMT_Y-DTPM%22%2C%22NBPUBLICATION_2%3APUB_ENG%2FBRL%2FFRA%2FARA%2FSPA%22%2C%22NBOS_DPK%3AW10_HOME%22%2C%22NBX1Y4_OTHERS3%3ANONE%22%2C%22NBX1Y4_OTHERS4%3ANONE%22%5D,CTO
20QD001VUS,,MTM
20RDCTO1WWENUS0,%5B%22NBCOUNTRY_REGION%3AUSA%22%2C%22NBREGION%3AROW%22%2C%22NBGEO%3ANA%22%2C%22NBPROCESSOR%3ACORE_I3-10110U_2.1G_2C_MB%22%2C%22NBCPU_TYPE%3ALOW_END%22%2C%22NBPRELOAD_OS%3AWINDOWS_10_HOME_64%22%2C%22NBOS_TYPE%3AWINDOWS_10_STANDARD%22%2C%22NBPRELOAD_LANGUAGE%3AW10_H64-ENG%22%2C%22NBPRELOAD_TYPE%3ASTANDARD_IMAGE%22%2C%22NBMICROSOFT_OFFICE%3ANONE%22%2C%22NBDIMM_MEMORY%3A4GB_DDR4_2666_SODIMM%22%2C%22NBSTORAGE_SELECTION%3A500GB_HD_7200RPM_2.5_7MM%22%2C%22NBSECOND_STORAGE_SELECTION%3ANONE%22%2C%22NBSTORAGE_DERIVE%3AHDD_ONLY%22%2C%22NBOPTANE_MEMORY%3ANONE%22%2C%22NBDISPLAY%3A15.6FHD_TN_AG_220N_N%22%2C%22NBGRAPHICS%3AINTEGRATED_GRAPHICS%22%2C%22NBCOLOR%3ABLACK%22%2C%22NBCAMERA%3A720P_HD_CAMERA_W%2FMIC%22%2C%22NBCAMERA_SHUTTER%3ANO_CAMERA_SHUTTER%22%2C%22NBWIRELESS_LAN%3ARTL8822CE_2X2AC%2BBT_WW%22%2C%22NBFINGERPRINT_READER%3ANO_FINGERPRINT_READER_BK%22%2C%22NBKEYBOARD%3AKB_NP_BK_ENG%22%2C%22NBKEYBOARD_PATCH%3ANONE%22%2C%22NBSECURITY_CHIP_SETTING%3AENABLED_DISCRETE_TPM2.0%22%2C%22NBBATTERY%3A3CELL_45WH_INTERNAL%22%2C%22NBPOWER_ADAPTER%3A65W_USB-C_PCC_2PIN_BK_US%22%2C%22NBVPRO_CERTIFIED_MODEL%3ANOT_VPRO_CERTIFIED%22%2C%22NBDISPLAY_SHELL%3AE15_FHD_TN_AG_AL_CM_NST_BK%22%2C%22NBPUBLICATION%3APUB_ENG%22%2C%22NBADOBE_ELEMENTS%3ANONE%22%2C%22NBADOBE_ACROBAT%3ANONE%22%2C%22NBSECURITY_SOFTWARE%3ANONE%22%2C%22NBENTERPRISE_READY_PRELOAD%3ANONE%22%2C%22NBWARRANTY%3AN01_1Y_COURIER%2FCARRYIN%22%2C%22NBSYSTEM_UNIT%3AE15%26R15_I3-10110U_IG%22%2C%22NBSYSTEM_UNIT_2ND%3ADCOVER_BK_TEXTURE%22%2C%22NBPUBLICATION_2%3APUB_ENG%2FBRL%2FFRA%2FARA%2FSPA%22%2C%22NBWLAN_MISC_PARTS%3AWLAN_MISC_PARTS-WLAN_CARD%22%2C%22NBSWAPP_MISC_1%3ANONE%22%2C%22NBSWAPP_MISC_2%3ANONE%22%2C%22NBSWAPP_MISC_3%3ANONE%22%2C%22NBE15_IML_OTHERS1%3ANONE%22%2C%22NBE15_IML_OTHERS2%3ANONE%22%2C%22NBACCESSORIES_1%3ANONE%22%2C%22NBACCESSORIES_2%3ANONE%22%2C%22NBACCESSORIES_3%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN3%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN4%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN5%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN6%3ANONE%22%2C%22NBITC_CI_PROJECT_TYPE_SVC%3ANONE%22%2C%22NBITC_CI_SMART_IMAGING_SVC%3ANONE%22%2C%22NBITC_CI_WHO_CREATED_IMAGE_SVC%3ANONE%22%2C%22NBITC_CLOUD_RECOVERY%3ANONE%22%2C%22NBITC_ASSET_TAG_SVC%3ANONE%22%2C%22NBITC_BIOS_CUSTOMIZATION_SVC%3ANONE%22%2C%22NBITC_CI_ENHANCED_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN1%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN2%3ANONE%22%2C%22NBITC_VPRO_PROVISIONING_SVC%3ANONE%22%2C%22NBITC_DROP_IN_BOX%3ANONE%22%2C%22NBITC_ESSENTIAL_PREM_ASSET_TAG%3ANONE%22%2C%22NBITC_HARDDRIVE_ENCRYPTION_SVC%3ANONE%22%2C%22NBITC_IMAGE_MANAGEMENT%3ANONE%22%2C%22NBOS_DPK%3AW10_HOME%22%2C%22NBPACKAGE_BOX%3ASTANDARD%22%2C%22NBMB_FRU_LABEL%3AWIN_N-AMT_Y-DTPM%22%2C%22NBMICROSOFT_LABEL%3ANONE%22%2C%22NBOFFERING_MODEL%3ATRANSACTIONAL_MODEL%22%2C%22NBCPU_LABEL%3ACORE_I3_10GEN_TI%22%5D,CTO
ZA4G0078US,,MTM
20R5CTO1WWENUS0,%5B%22NBCOUNTRY_REGION%3AUSA%22%2C%22NBREGION%3AROW%22%2C%22NBGEO%3ANA%22%2C%22NBPRELOAD_TYPE%3ASTANDARD_IMAGE%22%2C%22NBOFFERING_MODEL%3ATRANSACTIONAL_MODEL%22%2C%22NBPROCESSOR%3ACORE_I3-10110U_2.1G_2C_MB%22%2C%22NBCPU_TYPE%3ALOW_END%22%2C%22NBPRELOAD_OS%3AWINDOWS_10_HOME_64%22%2C%22NBOS_TYPE%3AWINDOWS_10_STANDARD%22%2C%22NBPRELOAD_LANGUAGE%3AW10_H64-ENG%22%2C%22NBMICROSOFT_OFFICE%3ANONE%22%2C%22NBONBOARD_MEMORY%3A4GB%284X8GX16%29_DDR4_2666%22%2C%22NBSTORAGE_SELECTION%3A128GB_SSD_M.2_2242_NVME_TLC%22%2C%22NBDISPLAY%3A13.3FHD_IPS_GL_300N_MT%22%2C%22NBCOLOR%3ABLACK%22%2C%22NBGRAPHICS%3AINTEGRATED_GRAPHICS%22%2C%22NBCAMERA%3A720P_HD_CAMERA_W%2FMIC%22%2C%22NBCAMERA_2%3ANONE%22%2C%22NBLENOVO_PEN%3ATHINKPAD_PEN_PRO%22%2C%22NBFINGERPRINT_READER%3ANO_FINGERPRINT_READER%22%2C%22NBPOINTING_DEVICE%3ANO_FINGERPRINT_BK%22%2C%22NBKEYBOARD%3AKB_BK_ENG%22%2C%22NBKEYBOARD_PATCH%3ANONE%22%2C%22NBSYSTEM_EXPANSION_SLOTS%3ANO_SMART_CARD_READER_BK%22%2C%22NBWIRELESS_LAN%3AINTEL_9560_2X2AC%2BBT_VPRO_WW%22%2C%22NBGRAPHIC_DONGLE%3ANONE%22%2C%22NBGRAPHIC_DONGLE_2%3ANONE%22%2C%22NBUSB_CABLE%3ANONE%22%2C%22NBUSB_CABLE_2%3ANONE%22%2C%22NBETHERNET_DONGLE%3ANONE%22%2C%22NBSECURITY_CHIP_SETTING%3AENABLED_DISCRETE_TPM2.0%22%2C%22NBABSOLUTE_BIOS_SELECTION%3ABIOS_ABSOLUTE_ENABLED%22%2C%22NBBATTERY%3A4CELL_46WH_INTERNAL%22%2C%22NBPOWER_ADAPTER%3A65W_USB-C_PCC_2PIN_BK_US%22%2C%22NBVPRO_CERTIFIED_MODEL%3ANOT_VPRO_CERTIFIED%22%2C%22NBDISPLAY_SHELL%3AL13Y_FHD_IPS_MT_RGB_AL_BK%22%2C%22NBPUBLICATION%3APUB_ENG%22%2C%22NBADOBE_ELEMENTS%3ANONE%22%2C%22NBADOBE_ACROBAT%3ANONE%22%2C%22NBSECURITY_SOFTWARE%3ANONE%22%2C%22NBENTERPRISE_READY_PRELOAD%3ANONE%22%2C%22NBWARRANTY%3AN01_1Y_COURIER%2FCARRYIN%22%2C%22NBWLAN_MISC_PARTS%3AWLAN_MISC_PARTS-WLAN_CARD%22%2C%22NBL13Y_1G_OTHERS1%3ANONE%22%2C%22NBL13Y_1G_OTHERS2%3ANONE%22%2C%22NBMB_FRU_LABEL%3AWIN_N-AMT_Y-DTPM%22%2C%22NBACCESSORIES_1%3ANONE%22%2C%22NBACCESSORIES_2%3ANONE%22%2C%22NBACCESSORIES_3%3ANONE%22%2C%22NBBIOS_SECURITY_SETTING%3ANONE%22%2C%22NBPUBLICATION_2%3APUB_ENG%2FBRL%2FFRA%2FARA%2FSPA%22%2C%22NBSYSTEM_UNIT%3AL13%26S2_I3-10110U_IG%2B4G_MB%22%2C%22NBSYSTEM_UNIT_2ND%3AD_COVER_PEN_BK%22%2C%22NBSWAPP_MISC_1%3ANONE%22%2C%22NBSWAPP_MISC_2%3ANONE%22%2C%22NBSWAPP_MISC_3%3ANONE%22%2C%22NBITC_DROP_IN_BOX%3ANONE%22%2C%22NBITC_ESSENTIAL_PREM_ASSET_TAG%3ANONE%22%2C%22NBITC_HARDDRIVE_ENCRYPTION_SVC%3ANONE%22%2C%22NBITC_IMAGE_MANAGEMENT%3ANONE%22%2C%22NBITC_VPRO_PROVISIONING_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN5%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN6%3ANONE%22%2C%22NBITC_CI_PROJECT_TYPE_SVC%3ANONE%22%2C%22NBITC_CI_SMART_IMAGING_SVC%3ANONE%22%2C%22NBITC_CI_WHO_CREATED_IMAGE_SVC%3ANONE%22%2C%22NBITC_CLOUD_RECOVERY%3ANONE%22%2C%22NBITC_ASSET_TAG_SVC%3ANONE%22%2C%22NBITC_BIOS_CUSTOMIZATION_SVC%3ANONE%22%2C%22NBITC_CI_ENHANCED_SVC%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN1%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN2%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN3%3ANONE%22%2C%22NBITC_CI_IMAGING_SERVICE_PN4%3ANONE%22%2C%22NBMICROSOFT_LABEL%3ANONE%22%2C%22NBOS_DPK%3AW10_HOME%22%2C%22NBPACKAGE_BOX%3ASTANDARD%22%2C%22NBPANEL%3AHIGH_RESOLUTION%22%2C%22NBCPU_LABEL%3ACORE_I3_10GEN_TI%22%5D,CTO
20R1000SUS,,MTM
